Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1280,"1280.8341","Staphylococcus aureus C00013398","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9305","Streptococcus pneumoniae strain 2245STDY5699072","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.21057","Streptococcus pneumoniae strain GPSC36","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5545","Streptococcus pneumoniae strain R34-3015","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.5776","Streptococcus pneumoniae strain 166637","tetracycline",,"0.5",,"0.5","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.8626","Streptococcus pneumoniae strain 2245STDY5699117","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5685","Streptococcus pneumoniae strain 9711+04135","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1280,"1280.9941","Staphylococcus aureus C00012781","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.10012","Staphylococcus aureus C00013323","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8363","Staphylococcus aureus C00007108","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9867","Staphylococcus aureus C00003378","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
760791,"760791.3","Streptococcus pneumoniae GA17570","tetracycline","Susceptible","<=2","<=","2",,,,,,,,,,,"Laboratory Method",,
1313,"1313.20399","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9257","Streptococcus pneumoniae strain 2245STDY5819593","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20674","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20239","Streptococcus pneumoniae strain GPSC2","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9811","Staphylococcus aureus C00003235","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20494","Streptococcus pneumoniae strain GPSC18","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9307","Staphylococcus aureus CGH2_07","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.19532","Streptococcus pneumoniae strain GPSC2","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1349,"1349.148","Streptococcus uberis PE116","tetracycline",,"8",,"8","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1352,"1352.3452","Enterococcus faecium strain CVM N60449F","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.20216","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1283,"1283.417","Staphylococcus haemolyticus 7068_7_12","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1352,"1352.3508","Enterococcus faecium strain CVM N52751","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.20225","Streptococcus pneumoniae strain GPSC119","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18969","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8123","Staphylococcus aureus C00012795","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.6381","Streptococcus pneumoniae strain 379678","tetracycline",,"0.5",,"0.5","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
904787,"904787.3","Staphylococcus aureus subsp. aureus IS-189","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
1313,"1313.5584","Streptococcus pneumoniae strain 08B07447","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.9177","Streptococcus pneumoniae strain 2245STDY5804527","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19035","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8544","Staphylococcus aureus C00003084","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8548","Staphylococcus aureus C00008960","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19288","Streptococcus pneumoniae strain GPSC96","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19353","Streptococcus pneumoniae strain GPSC5","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8791","Staphylococcus aureus C00001077","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
904782,"904782.3","Staphylococcus aureus subsp. aureus IS-111","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,
1280,"1280.9777","Staphylococcus aureus C00003163","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8089","Staphylococcus aureus C00012758","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.21134","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18857","Streptococcus pneumoniae strain GPSC29","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6294","Streptococcus pneumoniae strain SPN13151","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,"24957517"
1280,"1280.8018","Staphylococcus aureus C00001235","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9115","Streptococcus pneumoniae strain 2245STDY5819538","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1352,"1352.3501","Enterococcus faecium strain CVM N53655","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.18781","Streptococcus pneumoniae strain GPSC61","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17294","Streptococcus pneumoniae strain 81","tetracycline","Resistant","8",">","8","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.9096","Streptococcus pneumoniae strain 2245STDY5699055","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8706","Streptococcus pneumoniae strain 2245STDY5609060","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8900","Streptococcus pneumoniae strain 2245STDY5819467","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9912","Staphylococcus aureus C00008946","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.8945","Streptococcus pneumoniae strain 2245STDY5982759","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6043","Streptococcus pneumoniae strain 0109+28217","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.18482","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6393","Streptococcus pneumoniae strain SN41911","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.20293","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18590","Streptococcus pneumoniae strain GPSC25","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20426","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18805","Streptococcus pneumoniae strain GPSC30","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9720","Streptococcus pneumoniae strain 4114","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.19048","Streptococcus pneumoniae strain GPSC160","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6546","Streptococcus pneumoniae strain R34-3222","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.17391","Streptococcus pneumoniae strain SC13-0550-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.21172","Streptococcus pneumoniae strain GPSC3","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19831","Streptococcus pneumoniae strain GPSC18","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8075","Staphylococcus aureus C00012742","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20624","Streptococcus pneumoniae strain GPSC55","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8630","Streptococcus pneumoniae strain 2245STDY5819514","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9297","Staphylococcus aureus 481_06","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.9214","Staphylococcus aureus 024_04","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.19180","Streptococcus pneumoniae strain GPSC46","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.16761","Staphylococcus aureus strain AR_0221","tetracycline","Resistant",">16",">","16","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
1313,"1313.6077","Streptococcus pneumoniae strain R34-3073","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.8599","Staphylococcus aureus C00003315","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17386","Streptococcus pneumoniae strain SC13-0387-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.19503","Streptococcus pneumoniae strain GPSC20","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20092","Streptococcus pneumoniae strain GPSC55","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.21123","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.10043","Staphylococcus aureus C00013394","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9447","Staphylococcus aureus C00001132","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.6323","Streptococcus pneumoniae strain 108480","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.20042","Streptococcus pneumoniae strain GPSC32","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20739","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9942","Streptococcus pneumoniae strain UR_208","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
1313,"1313.9168","Streptococcus pneumoniae strain 2245STDY5819559","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19382","Streptococcus pneumoniae strain GPSC2","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9228","Staphylococcus aureus 041_04","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.5918","Streptococcus pneumoniae strain R34-3199","tetracycline",,">4.00",">","4.00","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.8122","Staphylococcus aureus C00012793","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.6119","Streptococcus pneumoniae strain 0407+30157","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1280,"1280.9329","Staphylococcus aureus TTSH1_04","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.20489","Streptococcus pneumoniae strain GPSC39","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8571","Staphylococcus aureus C00003133","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19728","Streptococcus pneumoniae strain GPSC18","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20416","Streptococcus pneumoniae strain GPSC11","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20200","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19137","Streptococcus pneumoniae strain GPSC3","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19068","Streptococcus pneumoniae strain GPSC16","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6728","Streptococcus pneumoniae strain spnIC55","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.6040","Streptococcus pneumoniae strain 148056","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.19282","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19274","Streptococcus pneumoniae strain GPSC2","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9361","Streptococcus pneumoniae strain 2245STDY5609143","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20022","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9438","Staphylococcus aureus C00001108","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18676","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18713","Streptococcus pneumoniae strain GPSC2","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9988","Staphylococcus aureus C00013207","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9231","Staphylococcus aureus 043_05","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.9830","Streptococcus pneumoniae strain 1788","tetracycline",,">8",">","8","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.19573","Streptococcus pneumoniae strain GPSC77","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
565648,"565648.4","Enterococcus faecalis JH1","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
1280,"1280.10023","Staphylococcus aureus C00013347","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9372","Staphylococcus aureus WAU_15","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.21074","Staphylococcus aureus strain 0137-2003-2005","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,"Phoenix","Becton Dickinson","EUCAST",,,,,"Laboratory Method",,
1313,"1313.6723","Streptococcus pneumoniae strain spnIC10","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1352,"1352.3495","Enterococcus faecium strain CVM N54190","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1280,"1280.8060","Staphylococcus aureus C00001284","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9810","Staphylococcus aureus C00003229","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.5691","Streptococcus pneumoniae strain 0105+29173","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1352,"1352.3430","Enterococcus faecium strain CVM N60190F","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.17410","Streptococcus pneumoniae strain SC13-4417-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.17288","Streptococcus pneumoniae strain 75","tetracycline","Resistant","8",">","8","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.17396","Streptococcus pneumoniae strain SC13-3157-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.7992","Staphylococcus aureus C00001208","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17368","Streptococcus pneumoniae strain SC12-1056-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.9199","Staphylococcus aureus 006_10","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.5677","Streptococcus pneumoniae strain LMG1048","tetracycline",,"0.125",,"0.125","mg/L","MIC",,,,,,,,,"Laboratory Method",,
904784,"904784.3","Staphylococcus aureus subsp. aureus IS-125","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
1313,"1313.20067","Streptococcus pneumoniae strain GPSC11","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6470","Streptococcus pneumoniae strain 9609+24019","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.20448","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9274","Staphylococcus aureus 176_08","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
760782,"760782.3","Streptococcus pneumoniae GA16833","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
1313,"1313.18913","Streptococcus pneumoniae strain GPSC30","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17278","Streptococcus pneumoniae strain 66","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.18858","Streptococcus pneumoniae strain GPSC114","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5660","Streptococcus pneumoniae strain 335574","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
