JGI_Portal_ID,Species,Order,Class,Clade,Phylum,Pathogen,Lifestyle,Lifestyle_2,Unknown_Lifestyle,S,N,B,OB,HB,MP,P,O,ECM,ENM,Mycorrhizal,E,EP,L,LF,EL,C,PY,BY,T,A,AL,HY,BR,WR,Wood_Decay,FUNGuild,Plant,Fungus,Vertebrate,Invertebrate,Gymnosperms,Angiosperms,Main_Stem,Leaves,Roots,Fruit,Seeds,MycoCosm Genome Reference Paper
Rhoto_IFO0880_2,Rhodosporidium toruloides IFO0880 v2.0,Sporidiobolales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Zhang S, Skerker JM, Rutter CD, Maurer MJ, Arkin AP, Rao CV Engineering Rhodosporidium toruloides for increased lipid production. Biotechnol Bioeng. 2016 May;113(5):1056-66. doi: 10.1002/bit.25864. Epub 2015 Nov 10."
Rhoto_IFO0880_4,Rhodosporidium toruloides IFO0880 v4.0,Sporidiobolales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Coradetti ST, Pinel D, Geiselman GM, Ito M, Mondo SJ, Reilly MC, Cheng YF, Bauer S, Grigoriev IV, Gladden JM, Simmons BA, Brem RB, Arkin AP, Skerker JM Functional genomics of lipid metabolism in the oleaginous yeast Rhodosporidium toruloides. Elife. 2018 Mar 9;7. pii: 32110. doi: 10.7554/eLife.32110."
Rhoto_IFO1236_1,Rhodosporidium toruloides IFO1236_1,Sporidiobolales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Zhang S, Skerker JM, Rutter CD, Maurer MJ, Arkin AP, Rao CV Engineering Rhodosporidium toruloides for increased lipid production. Biotechnol Bioeng. 2016 May;113(5):1056-66. doi: 10.1002/bit.25864. Epub 2015 Nov 10."
Rhoto1,Rhodosporidium toruloides NP11,Sporidiobolales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Zhu Z, Zhang S, Liu H, Shen H, Lin X, Yang F, Zhou YJ, Jin G, Ye M, Zou H, Zhao ZK A multi-omic map of the lipid-producing yeast Rhodosporidium toruloides. Nat Commun. 2012;3:1112. doi: 10.1038/ncomms2112."
Rhoba1_1,Rhodotorula graminis strain WP1 v1.1,Sporidiobolales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,NO,E,E,Known,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Firrincieli A, Otillar R, Salamov A, Schmutz J, Khan Z, Redman RS, Fleck ND, Lindquist E, Grigoriev IV, Doty SL Genome sequence of the plant growth promoting endophytic yeast Rhodotorula graminis WP1. Front Microbiol. 2015 Sep 17;6:978. doi: 10.3389/fmicb.2015.00978. eCollection 2015."
Rhosp1,Rhodotorula sp. JG-1b,Sporidiobolales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,None,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,"Goordial J, Raymond-Bouchard I, Riley R, Ronholm J, Shapiro N, Woyke T, LaButti KM, Tice H, Amirebrahimi M, Grigoriev IV, Greer C, Bakermans C, Whyte L Improved High-Quality Draft Genome Sequence of the Eurypsychrophile Rhodotorula sp. JG1b, Isolated from Permafrost in the Hyperarid Upper-Elevation McMurdo Dry Valleys, Antarctica. Genome Announc. 2016 Mar 17;4(2). pii: 4/2/e00069-16. doi: 10.1128/genomeA.00069-16."
Agabi_varbisH97_2,Agaricus bisporus var bisporus (H97) v2.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Morin, E., Kohler, A., Baker, A.R., Foulongne-Oriol, M., Lombard, V., Nagy, L.G., Ohm, R.A., Patyshakuliyeva, A., Brun, A., Aerts, A.L., et al. (2012). Genome sequence of the button mushroom Agaricus bisporus reveals mechanisms governing adaptation to a humic-rich ecological niche. PNAS 109, 17501–17506. Available at: https://www.jstor.org/stable/pdf/41829699.pdf?refreqid=excelsior%3Aafbeecae8697680038267f43827a0c37 [Accessed July 3, 2019]."
Agabi_varbur_1,Agaricus bisporus var. burnettii JB137-S8,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Morin, E., Kohler, A., Baker, A.R., Foulongne-Oriol, M., Lombard, V., Nagy, L.G., Ohm, R.A., Patyshakuliyeva, A., Brun, A., Aerts, A.L., et al. (2012). Genome sequence of the button mushroom Agaricus bisporus reveals mechanisms governing adaptation to a humic-rich ecological niche. PNAS 109, 17501–17506. Available at: https://www.jstor.org/stable/pdf/41829699.pdf?refreqid=excelsior%3Aafbeecae8697680038267f43827a0c37 [Accessed July 3, 2019]."
Amamu1,Amanita muscaria Koide v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Amath1,Amanita thiersii Skay4041 v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Hess, J., Skrede, I., Wolfe, B.E., LaButti, K., Ohm, R.A., Grigoriev, I. V., and Pringle, A. (2014). Transposable Element Dynamics among Asymbiotic and Ectomycorrhizal Amanita Fungi. Genome Biol. Evol. 6, 1564–1578. Available at: https://academic.oup.com/gbe/article-lookup/doi/10.1093/gbe/evu121 [Accessed July 3, 2019].
2. Chaib De Mares, M., Hess, J., Floudas, D., Lipzen, A., Choi, C., Kennedy, M., Grigoriev, I. V., and Pringle, A. (2015). Horizontal transfer of carbohydrate metabolism genes into ectomycorrhizal Amanita. New Phytol. 205, 1552–1564. Available at: http://doi.wiley.com/10.1111/nph.13140 [Accessed July 3, 2019]."
Armcep1,Armillaria cepistipes B5,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, WR, O, N",S  WR  O  N,Known,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,None,YES,NO,NO,NO,YES,NO,YES,NO,YES,,,"1. Sipos, G., Prasanna, A.N., Walter, M.C., O’Connor, E., Bálint, B., Krizsán, K., Kiss, B., Hess, J., Varga, T., Slot, J., et al. (2017). Genome expansion and lineage-specific genetic innovations in the forest pathogenic fungi Armillaria. Nat. Ecol. Evol. 1, 1931–1941. Available at: http://www.nature.com/articles/s41559-017-0347-8 [Accessed July 3, 2019]."
Armga1,Armillaria gallica 21-2 v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, WR, O, N",S  WR  O  N,Known,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Pathotroph-Saprotroph – Wood Saprotroph,YES,NO,NO,NO,YES,YES,YES,NO,YES,,,"1. Sipos, G., Prasanna, A.N., Walter, M.C., O’Connor, E., Bálint, B., Krizsán, K., Kiss, B., Hess, J., Varga, T., Slot, J., et al. (2017). Genome expansion and lineage-specific genetic innovations in the forest pathogenic fungi Armillaria. Nat. Ecol. Evol. 1, 1931–1941. Available at: http://www.nature.com/articles/s41559-017-0347-8 [Accessed July 3, 2019]."
Armme1_1,Armillaria mellea DSM 3731,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, WR, N",S  WR  N,Known,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Pathotroph-Saprotroph – Plant Pathogen-Wood Saprotroph,YES,NO,NO,NO,YES,YES,YES,NO,YES,,,"1. Collins, C., Keane, T.M., Turner, D.J., O’Keeffe, G., Fitzpatrick, D.A., and Doyle, S. (2013). Genomic and Proteomic Dissection of the Ubiquitous Plant Pathogen, Armillaria mellea: Toward a New Infection Model System. J. Proteome Res. 12, 2552–2570. Available at: https://pubs.acs.org/doi/10.1021/pr301131t. [Accessed July 3, 2019]."
Armosto1,Armillaria ostoyae C18/9,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, WR, N",S  WR  N,Known,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Pathotroph-Saprotroph – Plant Pathogen-Undefined Saprotroph,YES,NO,NO,NO,YES,NO,YES,NO,YES,,,"1. Sipos, G., Prasanna, A.N., Walter, M.C., O’Connor, E., Bálint, B., Krizsán, K., Kiss, B., Hess, J., Varga, T., Slot, J., et al. (2017). Genome expansion and lineage-specific genetic innovations in the forest pathogenic fungi Armillaria. Nat. Ecol. Evol. 1, 1931–1941. Available at: http://www.nature.com/articles/s41559-017-0347-8 [Accessed July 3, 2019]."
Armost1,Armillaria solidipes 28-4 v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, WR, N",S  WR  N,Known,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Pathotroph-Saprotroph – Plant Pathogen-Undefined Saprotroph,YES,NO,NO,NO,YES,YES,YES,NO,YES,,,"1. Sipos, G., Prasanna, A.N., Walter, M.C., O’Connor, E., Bálint, B., Krizsán, K., Kiss, B., Hess, J., Varga, T., Slot, J., et al. (2017). Genome expansion and lineage-specific genetic innovations in the forest pathogenic fungi Armillaria. Nat. Ecol. Evol. 1, 1931–1941. Available at: http://www.nature.com/articles/s41559-017-0347-8 [Accessed July 3, 2019]."
Aurde3_1,Auricularia subglabra v2.0,Auriculariales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Floudas, D., Binder, M., Riley, R., Barry, K., Blanchette, R.A., Henrissat, B., Martínez, A.T., Otillar, R., Spatafora, J.W., Yadav, J.S., et al. (2012). The Paleozoic origin of enzymatic lignin decomposition reconstructed from 31 fungal genomes. Science (80-. ). 336, 1715–1719. Available at: http://www.ncbi.nlm.nih.gov/pubmed/22745431 [Accessed July 3, 2019]."
Bjead1_1,Bjerkandera adusta v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Binder, M., Justo, A., Riley, R., Salamov, A., Lopez-Giraldez, F., Sjökvist, E., Copeland, A., Foster, B., Sun, H., Larsson, E., et al. (2013). Phylogenetic and phylogenomic overview of the Polyporales. Mycologia 105, 1350–1373. Available at: https://www.tandfonline.com/action/journalInformation?journalCode=umyc20 [Accessed July 3, 2019]."
Botbo1,Botryobasidium botryosum v1.0,Cantharellales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Riley, R., Salamov, A.A., Brown, D.W., Nagy, L.G., Floudas, D., Held, B.W., Levasseur, A., Lombard, V., Morin, E., Otillar, R., et al. (2014). Extensive sampling of basidiomycete genomes demonstrates inadequacy of the white-rot/brown-rot paradigm for wood decay fungi. PNAS 111, 9923–9928. Available at: https://www.jstor.org/stable/pdf/23802688.pdf?refreqid=excelsior%3Aee00b26c59355b8e6928382a7fb6559b [Accessed July 3, 2019]."
Calco1,Calocera cornea v1.0,Dacrymycetales,Dacrymycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Nagy, L.G., Riley, R., Tritt, A., Adam, C., Daum, C., Floudas, D., Sun, H., Yadav, J.S., Pangilinan, J., Larsson, K.-H., et al. (2016). Comparative Genomics of Early-Diverging Mushroom-Forming Fungi Provides Insights into the Origins of Lignocellulose Decay Capabilities. Mol. Biol. Evol. 33, 959–970. Available at: https://academic.oup.com/mbe/article-lookup/doi/10.1093/molbev/msv337 [Accessed July 3, 2019]."
Calvi1,Calocera viscosa v1.0,Dacrymycetales,Dacrymycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Nagy, L.G., Riley, R., Tritt, A., Adam, C., Daum, C., Floudas, D., Sun, H., Yadav, J.S., Pangilinan, J., Larsson, K.-H., et al. (2016). Comparative Genomics of Early-Diverging Mushroom-Forming Fungi Provides Insights into the Origins of Lignocellulose Decay Capabilities. Mol. Biol. Evol. 33, 959–970. Available at: https://academic.oup.com/mbe/article-lookup/doi/10.1093/molbev/msv337 [Accessed July 3, 2019]."
Cersu1,Ceriporiopsis (Gelatoporia) subvermispora B,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Fernandez-Fueyo E, Ruiz-Duenas FJ, Ferreira P, Floudas D, Hibbett DS, Canessa P, Larrondo LF, James TY, Seelenfreund D, Lobos S, Polanco R, Tello M, Honda Y, Watanabe T, Watanabe T, Ryu JS, Kubicek CP, Schmoll M, Gaskell J, Hammel KE, St John FJ, Vanden Wymelenberg A, Sabat G, Splinter BonDurant S, Syed K, Yadav JS, Doddapaneni H, Subramanian V, Lavin JL, Oguiza JA, Perez G, Pisabarro AG, Ramirez L, Santoyo F, Master E, Coutinho PM, Henrissat B, Lombard V, Magnuson JK, Kues U, Hori C, Igarashi K, Samejima M, Held BW, Barry KW, LaButti KM, Lapidus A, Lindquist EA, Lucas SM, Riley R, Salamov AA, Hoffmeister D, Schwenk D, Hadar Y, Yarden O, de Vries RP, Wiebenga A, Stenlid J, Eastwood D, Grigoriev IV, Berka RM, Blanchette RA, Kersten P, Martinez AT, Vicuna R, Cullen D Comparative genomics of Ceriporiopsis subvermispora and Phanerochaete chrysosporium provide insight into selective ligninolysis. Proc Natl Acad Sci U S A. 2012 Apr 3;109(14):5458-63. doi: 10.1073/pnas.1119912109. Epub 2012 Mar 20."
Conol1,Coniophora olivacea MUCL 20566 v1.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Castanera, R., Pérez, G., López-Varas, L., Amselem, J., LaButti, K., Singan, V., Lipzen, A., Haridas, S., Barry, K., Grigoriev, I. V., et al. (2017). Comparative genomics of Coniophora olivacea reveals different patterns of genome expansion in Boletales. BMC Genomics 18, 883. Available at: https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-017-4243-z [Accessed July 3, 2019]."
Conpu1,Coniophora puteana v1.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Floudas, D., Binder, M., Riley, R., Barry, K., Blanchette, R.A., Henrissat, B., Martínez, A.T., Otillar, R., Spatafora, J.W., Yadav, J.S., et al. (2012). The Paleozoic origin of enzymatic lignin decomposition reconstructed from 31 fungal genomes. Science (80-. ). 336, 1715–1719. Available at: http://www.ncbi.nlm.nih.gov/pubmed/22745431 [Accessed July 3, 2019]."
Copci1,Coprinopsis cinerea,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, O",S  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Saprotroph – Undefined Saprotroph,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"1. Stajich, J.E., Wilke, S.K., Ahrén, D., Hang Au, C., Birren, B.W., Borodovsky, M., Burns, C., Canbäck, B., Casselton, L.A., Cheng, C., et al. (2010). Insights into evolution of multicellular fungi from the assembled chromosomes of the mushroom Coprinopsis cinerea (Coprinus cinereus). PNAS 107, 11889–11894. Available at: www.pnas.org/cgi/doi/10.1073/pnas.1003391107 [Accessed July 3, 2019]."
Copci_AmutBmut1,Coprinopsis cinerea AmutBmut pab1-1 v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, O",S  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Saprotroph – Undefined Saprotroph,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"1. Muraguchi, H., Umezawa, K., Niikura, M., Yoshida, M., Kozaki, T., Ishii, K., Sakai, K., Shimizu, M., Nakahori, K., Sakamoto, Y., et al. (2015). Strand-Specific RNA-Seq Analyses of Fruiting Body Development in Coprinopsis cinerea. PLoS One 10, e0141586. Available at: http://genome.jgi-psf.org/Copci_AmutBmut1/Copci_ [Accessed July 3, 2019]."
Crycu1,Cryptococcus curvatus ATCC 20509 v1.0,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,YES,"S, O",S  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Animal Pathogen,NO,NO,YES,UNKNOWN,NO,NO,NO,NO,NO,,,"None listed on MycoCosm, but this reference was online: 
1. Close, C., and Ojumu, D. (2016). Draft genome sequence of the oleaginous yeast Cryptococcus curvatus ATCC 20509. Genome Announc. 4, e01235-16. Available at: http://dx.doi.org/10.1186/s13068-13014-10158-y. [Accessed July 3, 2019]."
Cryne_JEC21_1,Cryptococcus neoformans var neoformans JEC21,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,YES,"S, O",S  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Animal Pathogen,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"1. Loftus, B.J., Fung, E., Roncaglia, P., Rowley, D., Amedeo, P., Bruno, D., Vamathevan, J., Miranda, M., Anderson, I.J., Fraser, J.A., et al. (2005). The Genome of the Basidiomycetous Yeast and Human Pathogen Cryptococcus neoformans. Science (80-. ). 307, 1321–1324. Available at: https://www.jstor.org/stable/pdf/3840229.pdf?refreqid=excelsior%3Ad83787480c37db18b1af824e5c21224d [Accessed July 3, 2019]."
Cryne_H99_1,Cryptococcus neoformans var. grubii H99,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,YES,"S, O",S  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Animal Pathogen,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"1. Janbon, G., Ormerod, K.L., Paulet, D., Byrnes, E.J., Yadav, V., Chatterjee, G., Mullapudi, N., Hon, C.-C., Billmyre, R.B., Brunel, F., et al. (2014). Analysis of the Genome and Transcriptome of Cryptococcus neoformans var. grubii Reveals Complex RNA Expression and Microevolution Leading to Virulence Attenuation. PLoS Genet. 10, e1004261. Available at: https://dx.plos.org/10.1371/journal.pgen.1004261 [Accessed July 3, 2019]."
Cylto1,Cylindrobasidium torrendii FP15055 v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Floudas, D., Held, B.W., Riley, R., Nagy, L.G., Koehler, G., Ransdell, A.S., Younus, H., Chow, J., Chiniquy, J., Lipzen, A., et al. (2015). Evolution of novel wood decay mechanisms in Agaricales revealed by the genome sequences of Fistulina hepatica and Cylindrobasidium torrendii. Fungal Genet. Biol. 76, 78–92. Available at: https://www.sciencedirect.com/science/article/pii/S1087184515000171 [Accessed July 3, 2019]."
Dacsp1,Dacryopinax primogenitus DJM 731 SSP1 v1.0,Dacrymycetales,Dacrymycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Floudas, D., Binder, M., Riley, R., Barry, K., Blanchette, R.A., Henrissat, B., Martínez, A.T., Otillar, R., Spatafora, J.W., Yadav, J.S., et al. (2012). The Paleozoic origin of enzymatic lignin decomposition reconstructed from 31 fungal genomes. Science (80-. ). 336, 1715–1719. Available at: http://www.ncbi.nlm.nih.gov/pubmed/22745431 [Accessed July 3, 2019]."
Daequ1,Daedalea quercina v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Nagy, L.G., Riley, R., Tritt, A., Adam, C., Daum, C., Floudas, D., Sun, H., Yadav, J.S., Pangilinan, J., Larsson, K.-H., et al. (2016). Comparative Genomics of Early-Diverging Mushroom-Forming Fungi Provides Insights into the Origins of Lignocellulose Decay Capabilities. Mol. Biol. Evol. 33, 959–970. Available at: https://academic.oup.com/mbe/article-lookup/doi/10.1093/molbev/msv337 [Accessed July 3, 2019]."
Dicsq1,Dichomitus squalens LYAD-421 SS1 v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Floudas, D., Binder, M., Riley, R., Barry, K., Blanchette, R.A., Henrissat, B., Martínez, A.T., Otillar, R., Spatafora, J.W., Yadav, J.S., et al. (2012). The Paleozoic origin of enzymatic lignin decomposition reconstructed from 31 fungal genomes. Science (80-. ). 336, 1715–1719. Available at: http://www.ncbi.nlm.nih.gov/pubmed/22745431 [Accessed July 3, 2019]."
Exigl1,Exidia glandulosa v1.0,Auriculariales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Nagy, L.G., Riley, R., Tritt, A., Adam, C., Daum, C., Floudas, D., Sun, H., Yadav, J.S., Pangilinan, J., Larsson, K.-H., et al. (2016). Comparative Genomics of Early-Diverging Mushroom-Forming Fungi Provides Insights into the Origins of Lignocellulose Decay Capabilities. Mol. Biol. Evol. 33, 959–970. Available at: https://academic.oup.com/mbe/article-lookup/doi/10.1093/molbev/msv337 [Accessed July 3, 2019]."
Fibra1,Fibroporia radiculosa TFFH 294,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,None,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Tang, J.D., Perkins, A.D., Sonstegard, T.S., Schroeder, S.G., Burgess, S.C., and Diehl, S. V (2012). Short-Read Sequencing for Genomic Analysis of the Brown Rot Fungus Fibroporia radiculosa. Appl. Environ. Microbiol. 78, 2272–2281. Available at: http://aem.asm.org/.http://aem.asm.org/ [Accessed July 3, 2019]."
